id,ownerUsername,postUrl,label_pks,label_enc,confidence,text
1.81e+16,gekmas89,https://www.instagram.com/bpjskesehatan_ri/p/DON4AFWE0X6/,saran,1,1.0,"Mohon lebih banyak sosialisasi ke masyarakat untuk skrining riwayat kesehatan ini.. soalnya kalau skrining dilakukan di faskes, memperlambat pelayanan.. senang senang"
1.78e+16,des.trih,https://www.instagram.com/bpjskesehatan\_ri/reel/DPix6eiDejg/,keluhan,0,1.0,"Min, BPJS PPU sekarang memang batas sampai anak tahun/anak kuliah saja ya? Kalau bukan tahun dan anak kuliah sudah tidak boleh di tanggung lagi ya, kenapa min? Kan sama sama di bayar oleh perusahaan, lagi sakit butuh BPJS jadi repot nih. Sistemnya di rubah terus padahal tahun tahun sebelumnya tidak gitu, tidak semua anak di atas tahun sudah kerja tau admin"
1.78e+16,itcelneggr0027,https://www.instagram.com/badangizinasional.ri/reel/DKbfERlJHSh/,pujian,2,1.0,"RAJA itu serunya beda, buktikan sendiri! senang"
1.79e+16,hura82988,https://www.instagram.com/badangizinasional.ri/p/DPdQV0UifqC/,keluhan,0,1.0,.gibran .kpk coba kalian baca komentar komentar di badan gizi nasional ini
1.85e+16,sri.astt_,https://www.instagram.com/bpjskesehatan_ri/reel/DNIg2bgI-l5/,keluhan,0,1.0,"Halo min.. mau tanya kalau registrasi antrean dibatalkan karena jam nya tidak keburu ke RS, dicoba ambil antrean ulang kok tidak bisa ya? Mohon solusinya"
1.83e+16,sarahsena97,https://www.instagram.com/pajakbadsel/reel/DO7ThB5Ewhw/,keluhan,0,1.0,Kode otp tolong
1.84e+16,suksesjaya_01,https://www.instagram.com/ditjenpajakri/p/DHANVDCzzQb/,keluhan,0,1.0,"Buka saja eror terus min, faktur juga tidak bisa diunduh masa iya tanya solusinya disuruh delete dan input ulang, yang benar saja admin ini kerja x namanya, kita yang bayar lapor kita juga yang dipersulit marah"
1.81e+16,vn_saghara,https://www.instagram.com/bpjskesehatan\_ri/reel/DPix6eiDejg/,pujian,2,1.0,senang senang
1.81e+16,rizal_robbyansyah,https://www.instagram.com/bpjskesehatan_ri/p/DNR7LDCsr8g/,pujian,2,1.0,senang senang senang
1.79e+16,axelicel,https://www.instagram.com/official\_sdnegeri128sukarami/reel/DI00iM5hWZh/,pujian,2,1.0,Best senang
1.79e+16,javanesia,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,keluhan,0,1.0,bagaimana cara bikin npwp PT PMA yang semua Pengurusnya warga negara asing dan belum memiliki NPWP Pribadi?
1.8e+16,giantiajeng,https://www.instagram.com/bpjskesehatan_ri/reel/DOdR3HSkXVR/,keluhan,0,1.0,Kenapa tagihan saya bulan ini belum terdebet min?
1.81e+16,ahmed_alkaf_reall,https://www.instagram.com/bakom.ri/reel/DPQYfguj6bg/,keluhan,0,1.0,Gaji SPPI Batch bagaimana ini menuntut kerja maksimal gaji tidak dibayarkan senang
1.79e+16,anggrapunya,https://www.instagram.com/bpjskesehatan\_ri/p/DOai57FgLPt/,keluhan,0,1.0,kenapa ya sekarang rujukan saja harus nggu konfirmasi dari bpjsnya.saya termasuk bpjs yang berbayar dan prosesnya semakin kesini semakin di persulit rasanya.knp tidak seperti sebelumnya kalau dokter sudah kasih rujukan ya tinggal jalan kita ke faskes selanjutnya.kn yang oeriksa dokter klinik/RS tetapi yang menentukan dapat rujukan ataw tidak dari Bpjsnya..lucu sekali.
1.81e+16,bella_anabel,https://www.instagram.com/bpjskesehatan_ri/reel/DMp5Ld9ItYd/,pujian,2,1.0,senang senang
1.79e+16,a.ghjfha,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,pujian,2,1.0,gue MAU oi
1.81e+16,m3_care_beauty,https://www.instagram.com/bpjskesehatan_ri/reel/DNIg2bgI-l5/,keluhan,0,1.0,"Tolong dong bpjs dibekasi diperhatikan kemarin tanggal saya mencari rumah sakit penuh semua sama beberap rumah sakit ditolak padahal keadaan anak saya sudah syok,anak saya terkena dbd tetapi beberap rumah sakit bilang penuh.saya mohon dong bpjs dibekasi diperbaiki"
1.82e+16,ar_rahman_temanggung,https://www.instagram.com/badangizinasional.ri/reel/DNW4DjIyMyY/,keluhan,0,1.0,"yang terhormat p Dadan dan Bu Nanik, terlepas dari keracunan, basi, tengoklah dari sisi Korupsi. Anda sampaikan bahwa sistem sangat ketat sehingga potensi korupsi kecil sekali. Anda berdua baru keluar dari Gua? Mudah melakukan korupsi di mbg : . Pengalihan kontrak dari Yayasan ke pihak , yayasan hanya tarik fee /porsi tanpa keringat. Pihak yang siapkan lahan, dapur, dan peralatan. sehingga nilai porsi turun jadi .. Ini perilaku korup. yang ke : jumlah porsi tagihan mudah dimanipulasi, antara yang dikeluarkan dapur dengan tagihan ke bgn. silakan cek aktual lapangan. .kpk , tunjukan manfaat komisi pemberantasan korupsi untuk negara."
1.81e+16,masbebek_67,https://www.instagram.com/bpjskesehatan_ri/p/DNR7LDCsr8g/,saran,1,1.0,Assalammualaikum. admin mau tanya tanggal Agustus kantor BPJS apak bukak. Soalnya ditanggl tersebut katanya cuti bersama
1.81e+16,ode.hardiana,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,"yuk,, aktivasi akun coretax"
1.79e+16,rakyanawikwok,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,keluhan,0,1.0,Di mbgku tidak seperti itu marah (tapi tetap enak si)
1.81e+16,hapita.sari,https://www.instagram.com/bpjskesehatan\_ri/p/DOai57FgLPt/,saran,1,1.0,"Min, please cek direct message"
1.8e+16,alfiyarusyda,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/,saran,1,1.0,Ini bagaimana sih
1.81e+16,jwenty_sihombing,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/,keluhan,0,1.0,"pemerintah sekarang hebat hebat,, masyarakat yang bayar pajak ketika ada trouble masyarakat yang harus cari penyelesainnya.. Lalu apa guna kalian di kantor itu??"
1.81e+16,sucichintami,https://www.instagram.com/badangizinasional.ri/reel/DNW4DjIyMyY/,keluhan,0,1.0,Binaan Pak .hasan kementerian Pangan
1.79e+16,ekaputera_,https://www.instagram.com/ditjenpajakri/p/DO5j92ekroJ/,keluhan,0,1.0,Malah diperpanjang maintenance nya malas -_-
1.81e+16,mrs.ayuk26,https://www.instagram.com/sppgcimalaka/p/DOcVfj9E77-/,pujian,2,1.0,Keren senang senang senang bocah cilik bocah cilik pasti suka
1.8e+16,laurensiat01,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,keluhan,0,1.0,sudah jam ini impersonating tidak bisa
1.8e+16,sarahsena97,https://www.instagram.com/bpjskesehatan_ri/p/DOLfw2uDYgD/,keluhan,0,1.0,"Mohon jangan di persulit kakak untuk verifikasi wajah , karena kasihan kalau yang lagi sakit banget atau anak kecil banget misal bayi masa verifikasi harus tetap muka mereka , semoga ada lagi verifikasi gagal terus klik lewati langsung verifikasi no handphone atau email senang"
1.8e+16,haniffggaman,https://www.instagram.com/bakom.ri/reel/DPSeiXSjxEh/,saran,1,1.0,Ini pemain timnas indonesia kamu sea games
1.79e+16,joseph_stanli46,https://www.instagram.com/ditjenpajakri/p/DIiGWj2PAk6/,keluhan,0,1.0,"Min, sesudah memasukkan alamat tidak bisa verifikasi di coretaxnnya"
1.79e+16,iimbanie,https://www.instagram.com/ditjenpajakri/p/DHANVDCzzQb/,keluhan,0,1.0,Di akun pemerintah daerah belum ada admin
1.8e+16,dmsstyapmbd,https://www.instagram.com/badangizinasional.ri/reel/DKbfERlJHSh/,keluhan,0,1.0,oi MAKANAN MBG BANYAK yang BELATUNG NOH. TUTUP MATA LU?
1.81e+16,derryaritonang,https://www.instagram.com/badangizinasional.ri/p/DPD1MBfiboG/,keluhan,0,1.0,datanya kurang itu - sekian ribu murid keracunan- nya manna??
1.79e+16,reza.ardiansyah.nasution,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,pujian,2,1.0,senang senang senang
1.82e+16,fitrianowe,https://www.instagram.com/bpjskesehatan_ri/reel/DNDV5_gBBWO/,keluhan,0,1.0,Kok tidak bisa daftar pelayanan kontrol elaah
1.81e+16,noviaharyo,https://www.instagram.com/bakom.ri/p/DPGTdmiEqIR/,saran,1,1.0,"Min, saran nih ye. kalau mau memasukkan ketum, ahli gizi, bu juga ahli gizi, dosen, yang ahli ahlinya lah ya memasukkan sesuai bidangnya."
1.8e+16,itsme_laraskd,https://www.instagram.com/ditjenpajakri/p/DLg43FBxNij/,keluhan,0,1.0,Halaman ini tidak berfungsi pyee ikii
1.81e+16,rivaldinsntr,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/,keluhan,0,1.0,tidak MUNCUL SATT
1.81e+16,alfihulwatun_,https://www.instagram.com/bpjskesehatan_ri/reel/DNkQD1vPG58/,saran,1,1.0,"Selamat pagi bapak/ibu. Mohon maaf izin bertanya. Saya merupakan seorang mahasiswa yang kini sedang menempuh studi di Yogyakarta. Oleh karena itu, saya berencana untuk mengubah alamat Faskes saya dari yang awalnya di Kawunganten ke Depok ih yoyakarta melalui aplikasi JKN. Pertnyaan nya adalah, apakah dibagian alamat surat juga perlu diganti dengan alamat tinggal saya saat ini di jogja? Atau yang perlu di ganti hanya faskes nya saja? Terima kasih"
1.81e+16,gusaarrr,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,keluhan,0,1.0,"CORETAX saja SUSAH NGURUSNYA, TAPI PAJAK NAIK TERUS, DUIT PAJAKNYA pakai benarkan CORETAXNYA tidak BISA APA ?!!"
1.81e+16,embunsaritambunan,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/,keluhan,0,1.0,"Ini pakai bpjs dibayari terus, tiap gajian langsung potong, giliran berobat malah dibilang full, bukan pasien emergency, padahal di cek juga kagak, adik saya sudah muntah mencret hari, ditolak akhirnya berobat sendiri ke klinik bayar sendiri, eh tetap saja makin drop, coba ke faskes jam sore sudah tutup di suruh ke rumah sakit yarsi ditolak , full bukan emergency tanpa di cek, minimal rawat jalan kek.. Hadeh.. tidak usah buat BPJS kalau tidak guna, lumayan potongan bpjs menabung dicelengan buat berobat mandiri.. Toh juga dalam orang tahun belum tentu ke rumah sakit eh tiap bulan gaji tetap saja dipotong.."
1.81e+16,milantized,https://www.instagram.com/bpjskesehatan\_ri/p/DOai57FgLPt/,saran,1,1.0,"Min, ditunggu balesan DMnya. terima kasih kamu"
1.81e+16,almasyifa__,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,keluhan,0,1.0,"Ibarat main mobile legend, UNINSTALL adik APLIKASINYA"
1.8e+16,s.jehannn,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,keluhan,0,1.0,Menu impor pajak keluaran kok tidak bisa di klik ya.. ada yang sama?
1.81e+16,srokhayatin,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,keluhan,0,1.0,"Hari ini,bulan Januari, Coretax masih tidak bisa dibuka"
1.81e+16,brem200200,https://www.instagram.com/sppg.desa4sukumenanti/reel/DPAvRkhEp9E/,keluhan,0,1.0,"Kalian yang masak MBG ini wajib dan harus di hukum mati kalau sampai ada anak anak yang keracunan, awas kalian"
1.81e+16,jennytulung,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,pujian,2,1.0,coretax semakin Muda
1.83e+16,yun_halftone,https://www.instagram.com/bpjskesehatan_ri/reel/DNIg2bgI-l5/,saran,1,1.0,Maaf kak mau tanya bagaimana cara keluar dari data peserta pbi
1.8e+16,kanha_25,https://www.instagram.com/sppg.pontianakselatan/p/DJI2gLNzPUS/,saran,1,1.0,Pak modalnya dari mana?
1.84e+16,wulnlw,https://www.instagram.com/ditjenpajakri/p/DHANVDCzzQb/,keluhan,0,1.0,sudah pencet dong tetapi pak masih tidak masuk bagaimana loh?
1.8e+16,_nuansa,https://www.instagram.com/bpjskesehatan_ri/reel/DNkQD1vPG58/,keluhan,0,1.0,"Halo, saya PPU swasta dan berusaha mendaftarkan anggota keluarga saya yang KK. Suami berhasil didaftarkan gia JKN Mobile tapi kenapa anak tidak bisa ya?"
1.79e+16,nubie_nakama,https://www.instagram.com/bakom.ri/reel/DPEjCRvj83S/,keluhan,0,1.0,"Akting doang bu. Sumpah. Lihat menu MBG ada yang busuk sudah bikin mual, tapi lihat nenek deyang akting nangis, semakin mual. Dan videonya disebar kemana mana. Mual teruus."
1.85e+16,kuinshasha,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,pujian,2,1.0,meminta dong kak
1.8e+16,dennydogol,https://www.instagram.com/ditjenpajakri/p/DO5j92ekroJ/,keluhan,0,1.0,"Percuma juga mau berkomentar kayak apa, entah mau bagaimana lagi"
1.8e+16,aturen_sing_enak,https://www.instagram.com/bpjskesehatan_ri/reel/DNiGSEQSyM-/,keluhan,0,1.0,"BPJS biasanya langsung ditangani di faskes kenapa sekarang pakai antre online , makin ribet ini pak"
1.8e+16,petrusronaldzend,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,keluhan,0,1.0,"kata, min. Error. Masuk saja tidak bisa"
1.81e+16,agungmeliananda,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,saran,1,1.0,ayo ayo saya sudah aktivasi akun
1.81e+16,linals3103,https://www.instagram.com/ditjenpajakri/reel/DJ5iAMIy5rJ/,pujian,2,1.0,senang wawaq senang kkamas
1.79e+16,supremebeauth,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,keluhan,0,1.0,"yang aku adalah gaenak, tidak menarik"
1.81e+16,khaerun_nisa29,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,keluhan,0,1.0,WOII. ERORR tidak SELESAI SELESAI marah
