id,timestamp,ownerUsername,text,likesCount,postUrl,commentUrl,source_file,label_pks,confidence,text_v2,label_enc
1.83e+16,2025-07-30 00:36:57+00:00,rghassanf,👏👏👏,0,https://www.instagram.com/bpjskesehatan_ri/reel/DMp5Ld9ItYd/,https://www.instagram.com/bpjskesehatan_ri/reel/DMp5Ld9ItYd/?comment_id=18334120393202046,instagram_comments_10.23.2025_12.41.csv,pujian,1.0,senang senang senang,2
1.79e+16,2025-09-05 03:24:04+00:00,cindy_sutiaraa,"Anak saya usia sekain thn terdaftar sebagai peserta PBPU DAN BP Pihak kelurahan memberikan arahan utk membuat akun terpisah. Tapi pada saat membuat akun diwajibkan verifikasi muka , itu membutuhkan waktu berulang utk bisa masuk dan hingga kini blm bisa terdaftar. Tolong jangan mempersulit warga yang ingin berobat. Kalau kondisi nya urgent bagaimana?? Hapuskan fitur verifikasi muka karena tidak efektif",0,https://www.instagram.com/bpjskesehatan_ri/p/DOLfw2uDYgD/,https://www.instagram.com/bpjskesehatan_ri/p/DOLfw2uDYgD/?comment_id=17923938099107520,instagram_comments_10.22.2025_20.05.csv,keluhan,1.0,anak usia kain daftar serta lurah arah akun pisah tapi akun wajib verifikasi muka butuh ulang belum_terdaftar belum tolong jangan_mempersulit jangan warga obat kondisi hapus fitur verifikasi muka tidak_efektif tidak,0
1.81e+16,2025-01-30 01:22:06+00:00,hamlanhapipan,"Dlu saya sdh pernh bu NPWP,,,tpi lupa acun sdh,,gmn cara daftar ulang lwt coretax ,,,apa bisa??tlng bntuan dan info,x",0,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/?comment_id=18134455459389706,instagram_comments_10.23.2025_12.41.csv,saran,1.0,bu npwp tetapi lupa daftar ulang coretax tolong info,1
1.81e+16,2025-07-26 08:30:01+00:00,mitrasuyono,Min kenapa rujukan saya tidak muncul dijkn,0,https://www.instagram.com/bpjskesehatan_ri/p/DMhjpb6MNK0/,https://www.instagram.com/bpjskesehatan_ri/p/DMhjpb6MNK0/?comment_id=18068856857119011,instagram_comments_10.23.2025_12.41.csv,keluhan,1.0,admin rujukan tidak_muncul tidak,0
1.79e+16,2025-10-14 00:46:41+00:00,wisatakapuasraya,Kamek sudah aktivasi bah kau bila,1,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/?comment_id=17896921626317668,instagram_comments_10.22.2025_18.55.csv,pujian,1.0,aktivasi bah,2
1.79e+16,2025-10-09 14:50:57+00:00,yupimalestem,"Kalau dapurny tidak disekolah, jgn harap anak disekolah pendalaman akan menikmati MBG, dan pasar lokalpun tidak hidup, karena belanjany hanya pd satu titik..😢",0,https://www.instagram.com/badangizinasional.ri/reel/DPlllCJCW3D/,https://www.instagram.com/badangizinasional.ri/reel/DPlllCJCW3D/?comment_id=17932123032100874,instagram_comments_10.22.2025_20.44.csv,keluhan,1.0,tidak_disekolah tidak jangan_harap jangan anak seko dalam nikmat mbg pasar lokal tidak_hidup tidak titik marah,0
1.84e+16,2025-10-15 00:38:10+00:00,musprihandy13,Aktifkan akun dan kode otorisasi coretax segera karen pelaporan SPT berikutnya harus melalui aplikasi coretax,0,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/?comment_id=18380304973182457,instagram_comments_10.22.2025_18.55.csv,saran,1.0,aktif akun kode otorisasi coretax pelaporan spt aplikasi coretax,1
1.8e+16,2025-09-11 06:01:54+00:00,aanaufal_11,😂,0,https://www.instagram.com/bpjskesehatan\_ri/p/DOai57FgLPt/,https://www.instagram.com/bpjskesehatan\_ri/p/DOai57FgLPt/?comment_id=18019136927760634,instagram_comments_10.22.2025_19.03.csv,pujian,1.0,senang,2
1.79e+16,2025-02-10 08:46:30+00:00,anggitya.rie,Udh buka lagi aja djponlinenyaaaaaaa.. tahun depan aja coretaxnyaaaaa,0,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/,https://www.instagram.com/ditjenpajakri/p/DFwUbNzTqRU/?comment_id=17887724370099759,instagram_comments_10.22.2025_21.05.csv,saran,1.0,buka,1
1.83e+16,2025-03-04 05:11:46+00:00,apt.aguspurnomo,"Sy orang awam,,tdk paham sama sekali 😁😁",0,https://www.instagram.com/ditjenpajakri/p/DGw2mA3vRuY/,https://www.instagram.com/ditjenpajakri/p/DGw2mA3vRuY/?comment_id=18296819608242826,instagram_comments_10.22.2025_20.32.csv,saran,1.0,awam tidak_paham tidak senang senang,1
1.81e+16,2025-09-23 20:01:53+00:00,ancellaaprilia,"Hallo mohon di jawab,status kepesetaan saya aktif tapi di info peserta ada keterangan ""anda memasuki masa denda RITL"" maksud nya apa ya min? Saya cek di info iuran tidak ada pembayaran",0,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/?comment_id=18088381003845661,instagram_comments_10.22.2025_18.55.csv,saran,1.0,status seta aktif tapi info serta terang pasuk denda admin cek info iuran tidak_pembayaran tidak,1
1.81e+16,2025-02-19 04:11:39+00:00,herlia_oe,PLIN PLAN!!,0,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/,https://www.instagram.com/ditjenpajakri/p/DGPVXd_TfYv/?comment_id=18051156884147165,instagram_comments_10.22.2025_20.09.csv,keluhan,1.0,plan,0
1.8e+16,2025-07-26 12:28:07+00:00,_hereiswanda,"Halo min izin bertanya, aku pake BPJS dari perusahaan tapi kadang aktif kadang ngga. Apakah bisa pindah ke BPJS mandiri? Lalu, nanti apakah bisa pindah lagi jika BPJS perusahaan sudah aktif kembali? Terima kasih sebelumnya🙏🏻",0,https://www.instagram.com/bpjskesehatan_ri/p/DMhjpb6MNK0/,https://www.instagram.com/bpjskesehatan_ri/p/DMhjpb6MNK0/?comment_id=17974693286752262,instagram_comments_10.23.2025_12.41.csv,saran,1.0,admin izin pakai bpjs usaha tapi kadang aktif kadang tidak_pindah tidak bpjs mandiri pindah bpjs usaha aktif terima kasih senang,1
1.81e+16,2025-09-02 22:46:28+00:00,wjndika,Iuran Bpjs naik ya ?,0,https://www.instagram.com/bpjskesehatan_ri/reel/DOFuU_ngZ13/,https://www.instagram.com/bpjskesehatan_ri/reel/DOFuU_ngZ13/?comment_id=18064307945202948,instagram_comments_10.22.2025_20.05.csv,saran,1.0,iuran bpjs,1
1.81e+16,2025-10-02 14:20:49+00:00,simpen.sini.ya,"min tolong dijawab bpjs ibu saya kena masa ritl awalnya dari tgl - s.d ., terus saya coba rubah faskes , tiba jadi diperpanjang dari tgl - s.d -. padahal ga telat bayar lagi, apakah perubahan faskes itu ngaruh?",1,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/?comment_id=18076194476041560,instagram_comments_10.22.2025_18.55.csv,keluhan,1.0,admin tolong bpjs tanggal si coba rubah faskes panjang tanggal si padahal tidak_telat tidak bayar ubah faskes pengaruh,0
1.81e+16,2025-08-14 00:41:18+00:00,wilis_haryuni,Yul rajin bayar iuran,1,https://www.instagram.com/bpjskesehatan_ri/p/DNR7LDCsr8g/,https://www.instagram.com/bpjskesehatan_ri/p/DNR7LDCsr8g/?comment_id=18068505605326255,instagram_comments_10.22.2025_21.05.csv,saran,1.0,rajin bayar iuran,1
1.79e+16,2025-09-18 14:21:40+00:00,azzzahra.ty,Keren banget ini menunya,1,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/?comment_id=17856571227516034,instagram_comments_10.22.2025_19.23.csv,pujian,1.0,keren banget menu,2
1.8e+16,2025-09-19 12:47:39+00:00,kieyoyy,MAU STROBERIIIII,0,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/?comment_id=18035237237696237,instagram_comments_10.22.2025_19.23.csv,pujian,1.0,stroberi,2
1.8e+16,2025-10-09 13:32:17+00:00,ranny.way,"Ada yg ngaku asetnya M, tapi kok dapet bantuan PBI kak??",2,https://www.instagram.com/bpjskesehatan\_ri/reel/DPix6eiDejg/,https://www.instagram.com/bpjskesehatan\_ri/reel/DPix6eiDejg/?comment_id=18030236438727050,instagram_comments_10.22.2025_19.23.csv,keluhan,1.0,aku aset tapi bantu kak,0
1.81e+16,2025-09-01 23:49:09+00:00,putuantary,Terimakasih JKN 🔥🔥,0,https://www.instagram.com/bpjskesehatan_ri/reel/DN79G7eDc7I/,https://www.instagram.com/bpjskesehatan_ri/reel/DN79G7eDc7I/?comment_id=18067842137229233,instagram_comments_10.22.2025_20.09.csv,pujian,1.0,terima kasih,2
1.8e+16,2025-01-23 03:19:45+00:00,hapsoroajiputranto,Ini owe mau ngerjain faktur pajak keluaran aja malah owe yang di kerjain sama sistem nya. Tolonglah,0,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/?comment_id=18035980469162906,instagram_comments_10.23.2025_12.41.csv,keluhan,1.0,faktur pajak keluar malah sistem tolong,0
1.81e+16,2025-10-20 04:00:49+00:00,norbertus_cahya,💯💯,0,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/?comment_id=18109564210597720,instagram_comments_10.22.2025_18.55.csv,pujian,1.0,senang senang,2
1.8e+16,2025-09-23 03:48:33+00:00,toko_cibubur_sport,"sabtu minggu downtime, senin bisa, selasa down lagi luar biasa ya maintenance nya",0,https://www.instagram.com/ditjenpajakri/p/DO5j92ekroJ/,https://www.instagram.com/ditjenpajakri/p/DO5j92ekroJ/?comment_id=17967097673951431,instagram_comments_10.22.2025_19.47.csv,keluhan,1.0,sabtu minggu senin selasa,0
1.81e+16,2025-02-19 07:36:21+00:00,yulia.fyani,Ada yg udah submit PIB via DHL? Udah gw create interface tp cuma PIB via DHL aja yg gk muncul pajak masukannya 😭,0,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/,https://www.instagram.com/ditjenpajakri/p/DF47sKaz8qv/?comment_id=18073587247685705,instagram_comments_10.22.2025_20.44.csv,keluhan,1.0,via gue tetapi via tidak_muncul tidak pajak masuk marah,0
1.81e+16,2025-09-29 13:12:49+00:00,likimmie2328,Apakah gaji di bawah jt wajib punya npwp?? Contohnya PPPK yg gajinya dibawah jt,1,https://www.instagram.com/ditjenpajakri/reel/DPLFt1NkhQK/,https://www.instagram.com/ditjenpajakri/reel/DPLFt1NkhQK/?comment_id=18068672666002962,instagram_comments_10.22.2025_19.23.csv,saran,1.0,gaji juta wajib npwp contoh badword gaji juta,1
1.81e+16,2025-10-01 11:29:02+00:00,rifky_muhamad_meldi,Assalamualaikum mohon program MBG ini dihentikan dulu sementara karena kasus keracunan pada anak sekolah banyak yang kena dan meningkat contoh paling banyak di Jawa barat. Mohon banget pemerintah hentikan program ini segera agar tidak merajalela korban keracunan.,0,https://www.instagram.com/bakom.ri/reel/DPQYfguj6bg/,https://www.instagram.com/bakom.ri/reel/DPQYfguj6bg/?comment_id=18063579806526701,instagram_comments_10.22.2025_21.05.csv,saran,1.0,assalamualaikum program mbg henti racun anak sekolah tingkat contoh jawa barat banget perintah henti program tidak_merajalela tidak korban racun,1
1.81e+16,2025-09-25 14:42:48+00:00,harryypoke,fresh bngt jir,0,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/?comment_id=18065669153042426,instagram_comments_10.22.2025_19.23.csv,pujian,1.0,banget jir,2
1.8e+16,2025-10-19 07:58:11+00:00,chefixzan,"Yg pertama itu Orangnya Sehat dulu, sehat jasmani, akal sehat. Cuci tangan sblm masuk area penyajian makanan.",0,https://www.instagram.com/badangizinasional.ri/reel/DPi1IjgCbmx/,https://www.instagram.com/badangizinasional.ri/reel/DPi1IjgCbmx/?comment_id=18045311522410396,instagram_comments_10.22.2025_21.05.csv,saran,1.0,orang sehat sehat jasmani akal sehat cuci tangan area saji makan,1
1.8e+16,2025-09-28 13:38:31+00:00,adam.enigma,"BGN telah menyalurkan hingga total milyar Porsi sejak awal Februari hingga sekarang.. Dan kasus keracunan yang terjadi sejak awal Februari hingga sekarang hanya - siswa.. Secara statistik, resikonya hanya di angka sekian persen, sangat kecil sekali... Dan kalian mau tutup mata dari keberhasilan ... Porsi yang lainnya? Dongo Lo semua",1,https://www.instagram.com/badangizinasional.ri/reel/DNW4DjIyMyY/,https://www.instagram.com/badangizinasional.ri/reel/DNW4DjIyMyY/?comment_id=18043488335677785,instagram_comments_10.22.2025_20.32.csv,keluhan,1.0,badan gizi nasional salur total milyar porsi februari racun februari siswa statistik risiko angka sekian persen tutup hasil porsi badword,0
1.79e+16,2025-10-07 01:01:03+00:00,setyanto_andi,Seharusnya MBG memberikan makan bergizi gratis untuk mereka yang rapat di Semarang untuk cibrh,2,https://www.instagram.com/badangizinasional.ri/p/DPfHAemAXCL/,https://www.instagram.com/badangizinasional.ri/p/DPfHAemAXCL/?comment_id=17880852393287636,instagram_comments_10.22.2025_21.05.csv,saran,1.0,seharusnya mbg makan gizi gratis rapat semarang,1
1.81e+16,2025-08-20 23:59:54+00:00,lesmanajaya_76,👏👏,0,https://www.instagram.com/bpjskesehatan_ri/reel/DNkQD1vPG58/,https://www.instagram.com/bpjskesehatan_ri/reel/DNkQD1vPG58/?comment_id=18066472088268844,instagram_comments_10.22.2025_20.32.csv,pujian,1.0,senang senang,2
1.8e+16,2025-10-15 06:09:09+00:00,fachirajeje,"halo admin, saya mau tanya.. status faskes saya asalnya di bandung dan domisili saya sekarang sedang di balikpapan, kemarin berobat di puskesmas di balikpapan dan dirujuk ke rumah sakit di balikpapan, untuk tindakan selanjutnya diharuskan kontrol di rs ini lagi namun hari jum'at saya akan pergi ke bandung, bisakah rujukan saya dipindah ke rumah sakit di kota bandung? kalo bisa, gimana caranya?",0,https://www.instagram.com/bpjskesehatan\_ri/p/DPxoS2YDRK5/,https://www.instagram.com/bpjskesehatan\_ri/p/DPxoS2YDRK5/?comment_id=17951963178030791,instagram_comments_10.22.2025_19.18.csv,saran,1.0,admin status faskes asal bandung domisili balikpapan kemarin obat puskesmas balikpapan rujuk rumah sakit balikpapan tindak harus kontrol rumah sakit namun at pergi bandung rujukan pindah rumah sakit kota bandung,1
1.81e+16,2025-09-30 08:13:56+00:00,sppg.benerpurworejo,Terima kasih atas kunjungannya Biro Hukum dan Humas Badan Gizi Nasional 😍❤️🙌,4,https://www.instagram.com/badangizinasional.ri/p/DPNzqq6idw1/,https://www.instagram.com/badangizinasional.ri/p/DPNzqq6idw1/?comment_id=18083673797509443,instagram_comments_10.22.2025_21.05.csv,pujian,1.0,terima kasih kunjung biro hukum humas badan gizi nasional senang senang senang,2
1.81e+16,2025-10-03 06:31:15+00:00,ryan_saragie,Min tolong cek DM ya 🙏,0,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/,https://www.instagram.com/bpjskesehatan\_ri/p/DO6EIPujOYw/?comment_id=18052577789271373,instagram_comments_10.22.2025_18.55.csv,saran,1.0,admin tolong cek senang,1
1.79e+16,2025-09-22 07:11:44+00:00,intannw_rul,IT nya gimana nih? Kok gak bisa beresin cepet sih. Giliran nagih denda aje cepet bener,35,https://www.instagram.com/pajakbadsel/reel/DOxJksiE3nW/,https://www.instagram.com/pajakbadsel/reel/DOxJksiE3nW/?comment_id=17860927371483035,instagram_comments_10.22.2025_19.47.csv,keluhan,1.0,it nih tidak_bereskan tidak cepat sih gilir tagih denda cepat,0
1.8e+16,2025-01-23 04:00:17+00:00,febriyani.anggi,"Mau nanya dehhh, kalau LB di bln di konpensasi ke bln itu sisa uangnya masuk ke coretax ngk ya, kan efaktur sama coretax kan beda server apakah nantinya masih ada atau di cutoff ya?",0,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/?comment_id=18029974556272239,instagram_comments_10.23.2025_12.41.csv,saran,1.0,deh lembar sisa uang coretax tidak_efaktur tidak coretax beda server,1
1.81e+16,2025-09-30 04:24:39+00:00,mappanganro_acho,Jangan lupa share laporan pajak pribadi via coretax,1,https://www.instagram.com/ditjenpajakri/p/DPNnWgOEoJN/,https://www.instagram.com/ditjenpajakri/p/DPNnWgOEoJN/?comment_id=18111147658492235,instagram_comments_10.22.2025_19.23.csv,saran,1.0,jangan_lupa jangan bagi lapor pajak pribadi via coretax,1
1.81e+16,2025-09-30 00:52:08+00:00,ccyyychyn,terima kasih informasinya min👏😍🔥,1,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/?comment_id=18099120943562017,instagram_comments_10.22.2025_19.40.csv,pujian,1.0,terima kasih informasi admin senang senang,2
1.8e+16,2025-09-16 23:50:40+00:00,putuantary,Terimakasih infonya 🙏,0,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/?comment_id=18040088249452309,instagram_comments_10.22.2025_18.55.csv,pujian,1.0,terima kasih info senang,2
1.79e+16,2025-01-23 05:25:03+00:00,azwarwirman,Nggak ada satupun komen yg mendukung coretax...tp KPP jalan terus.bodo amat itu resiko loe yg penting kalian setor pajak ke negara...,0,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/,https://www.instagram.com/ditjenpajakri/p/DFJsv5pzk6F/?comment_id=17873120007182891,instagram_comments_10.23.2025_12.41.csv,keluhan,1.0,satu komen dukung coretax tetapi jalan badword risiko setor pajak negara,0
1.81e+16,2025-10-16 03:24:47+00:00,dika22_03,Benerin dlu coretax woyyy,7,https://www.instagram.com/pajakkupang/reel/DP2dxluAY10/,https://www.instagram.com/pajakkupang/reel/DP2dxluAY10/?comment_id=18056334314561540,instagram_comments_10.22.2025_18.55.csv,saran,1.0,benar coretax oi,1
1.81e+16,2025-03-28 04:24:28+00:00,tessahuy,"Koq diumuminnya dadakan gini sih? Di saat semua petugas pajak udah pd cuti bersama, kalo ada error mau tny ke siapa, error gak ada yg bs bantu benerin lalu telat lapor gmn?? Klo yg udah lapor lewat DJPONLINE gmn?",27,https://www.instagram.com/ditjenpajakri/p/DHupduuSR2K/,https://www.instagram.com/ditjenpajakri/p/DHupduuSR2K/?comment_id=18147536779326827,instagram_comments_10.22.2025_20.05.csv,keluhan,1.0,dada sih tugas pajak cuti error error tidak_bantu tidak benar telat lapor lapor,0
1.81e+16,2025-10-08 07:35:12+00:00,secthereedot,GAJIH KAMI PAK TOLONG HAK KAMI PAK 🙏,6,https://www.instagram.com/badangizinasional.ri/p/DPh4wuziRU0/,https://www.instagram.com/badangizinasional.ri/p/DPh4wuziRU0/?comment_id=18128868049473256,instagram_comments_10.22.2025_21.05.csv,keluhan,1.0,gajih tolong hak senang,0
1.81e+16,2025-08-08 16:07:47+00:00,dindaselviyna,Tolong bantu keluarga saya kritis di Jawa Barat tolong aktifin kartu BPJS nya 😢😢😢,2,https://www.instagram.com/bpjskesehatan_ri/reel/DNGNegXNFOK/,https://www.instagram.com/bpjskesehatan_ri/reel/DNGNegXNFOK/?comment_id=18052749038428183,instagram_comments_10.22.2025_21.05.csv,keluhan,1.0,tolong bantu keluarga kritis jawa barat tolong kartu bpjs marah marah marah,0
1.81e+16,2025-10-14 02:53:57+00:00,hajarkendor,bismillahirrohmanirrahim ❤️,0,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/,https://www.instagram.com/ditjenpajakri/p/DPQjaH5ktZj/?comment_id=18055411694255046,instagram_comments_10.22.2025_18.55.csv,pujian,1.0,senang,2
1.81e+16,2025-09-16 12:01:13+00:00,anisafa21,Ka anak aku oprasi besar sakit dri bru lahir hingga tahun bulak balik rs pusat sampe prnh ngalamin di rawat sebulan trs plng ke rmh seminggu msk lagi dan alhamdulillah semua biaya di tanggung terima kasih bpjs❤️🔥,1,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/,https://www.instagram.com/bpjskesehatan\_ri/p/DOqGjSWkxvX/?comment_id=18120117661497405,instagram_comments_10.22.2025_18.55.csv,pujian,1.0,kakak anak operasi sakit lahir bulak rumah sakit pusat alami rawat bulan pulang rumah minggu alhamdulillah biaya tanggung terima kasih bpjs senang,2
1.81e+16,2025-10-10 23:51:12+00:00,risqibambangpratama,"""Doa, Solidaritas, dan Perjuangan untuk Palestina!""",0,https://www.instagram.com/badangizinasional.ri/p/DPdQV0UifqC/,https://www.instagram.com/badangizinasional.ri/p/DPdQV0UifqC/?comment_id=18068764001029281,instagram_comments_10.22.2025_21.05.csv,pujian,1.0,doa solidaritas juang palestina,2
1.81e+16,2025-09-30 05:53:34+00:00,ekiramadan_,Cek dm boleh,1,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/?comment_id=18064546328613321,instagram_comments_10.22.2025_19.40.csv,saran,1.0,cek,1
1.81e+16,2025-09-30 01:30:09+00:00,drwahyudi,Ntaaappppsss 👍👍👍,1,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/,https://www.instagram.com/bpjskesehatan\_ri/reel/DPLlUs6jm4p/?comment_id=18076086527029001,instagram_comments_10.22.2025_19.40.csv,pujian,1.0,senang senang senang,2
1.8e+16,2025-09-21 13:55:47+00:00,yulinurhani,keren ini baru bergizi pak,0,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/,https://www.instagram.com/sppgcimalaka/p/DOr3qMvkwR5/?comment_id=18016549736596392,instagram_comments_10.22.2025_19.23.csv,pujian,1.0,keren gizi,2
1.78e+16,2025-08-01 02:58:34+00:00,un.knowngurll,"Halo min, saya mau melakukan pengaktifan kembali status kepesertaan melalui WA Pandawa kok sudah hari lebih tidak ada balasan ya? Terima kasih",0,https://www.instagram.com/bpjskesehatan_ri/p/DMw1rKhuUZX/,https://www.instagram.com/bpjskesehatan_ri/p/DMw1rKhuUZX/?comment_id=17842717212550439,instagram_comments_10.23.2025_12.41.csv,keluhan,1.0,admin pengaktifan status serta wa pandawa tidak_balasan tidak terima kasih,0
1.81e+16,2025-10-14 04:03:16+00:00,adventnoviant,Lulusan SMK arsitek pie ya min 🤲,1,https://www.instagram.com/bpjskesehatan\_ri/p/DPxoS2YDRK5/,https://www.instagram.com/bpjskesehatan\_ri/p/DPxoS2YDRK5/?comment_id=18079569842070105,instagram_comments_10.22.2025_19.18.csv,saran,1.0,lulus sekolah tengah juru arsitek admin harap,1
